,baronKills,dominionVictoryScore,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,riftHeraldKills,teamId,towerKills,vilemawKills,winner,gameLength,goldTotal,goldDiff,killTotal,killDiff,towerDiff,inhibitorDiff,baronDiff,dragonDiff
0,0,0,2,False,False,True,True,False,True,2,0,200,9,0,True,29.6833333333,60062,15164,38,20,8,2,0,2
0,0,0,0,False,True,False,False,False,False,0,0,100,1,0,False,29.6833333333,44898,-15164,18,-20,-8,-2,0,-2
0,1,0,2,True,True,False,True,False,True,2,0,200,10,0,True,36.4833333333,66497,6716,24,-2,7,2,1,0
0,0,0,2,False,False,True,False,False,False,0,0,100,3,0,False,36.4833333333,59781,-6716,26,2,-7,-2,-1,0
0,2,0,3,True,False,False,True,False,True,4,0,100,11,0,True,40.95,72900,2418,17,-23,8,4,2,1
0,0,0,2,False,True,True,False,False,False,0,0,200,3,0,False,40.95,70482,-2418,40,23,-8,-4,-2,-1
0,1,0,4,True,True,True,True,False,False,4,0,200,11,0,True,38.1,75388,16945,49,32,9,4,1,4
0,0,0,0,False,False,False,False,False,True,0,0,100,2,0,False,38.1,58443,-16945,17,-32,-9,-4,-1,-4
0,1,0,2,True,False,False,True,False,False,2,0,100,8,0,True,29.35,56756,13480,34,19,6,2,1,1
0,0,0,1,False,True,True,False,False,True,0,0,200,2,0,False,29.35,43276,-13480,15,-19,-6,-2,-1,-1
0,1,0,3,True,False,True,True,True,True,3,1,100,11,0,True,30.7166666667,66144,18668,42,24,11,3,1,3
0,0,0,0,False,True,False,False,False,False,0,0,200,0,0,False,30.7166666667,47476,-18668,18,-24,-11,-3,-1,-3
0,1,0,4,True,True,True,True,True,True,4,1,200,11,0,True,35.5666666667,75257,17297,45,19,8,4,1,4
0,0,0,0,False,False,False,False,False,False,0,0,100,3,0,False,35.5666666667,57960,-17297,26,-19,-8,-4,-1,-4
0,1,0,2,True,True,False,True,False,True,3,0,200,11,0,True,32.7166666667,65513,18015,33,19,9,3,1,0
0,0,0,2,False,False,True,False,False,False,0,0,100,2,0,False,32.7166666667,47498,-18015,14,-19,-9,-3,-1,0
0,0,0,1,False,True,False,True,True,True,2,1,100,11,0,True,29.8166666667,64420,17468,43,19,11,2,0,0
0,0,0,1,False,False,True,False,False,False,0,0,200,0,0,False,29.8166666667,46952,-17468,24,-19,-11,-2,0,0
0,1,0,3,True,True,True,True,False,True,3,0,200,10,0,True,38.6833333333,81720,14824,58,25,8,3,1,2
0,0,0,1,False,False,False,False,False,False,0,0,100,2,0,False,38.6833333333,66896,-14824,33,-25,-8,-3,-1,-2
0,0,0,2,False,False,False,True,False,False,2,0,200,9,0,True,37.5166666667,68572,3068,38,5,3,2,0,0
0,0,0,2,False,True,True,False,False,True,0,0,100,6,0,False,37.5166666667,65504,-3068,33,-5,-3,-2,0,0
0,0,0,3,False,True,True,True,False,True,4,0,200,11,0,True,27.1,53468,15065,28,14,11,4,0,3
0,0,0,0,False,False,False,False,False,False,0,0,100,0,0,False,27.1,38403,-15065,14,-14,-11,-4,0,-3
0,0,0,1,False,True,False,True,False,False,3,0,200,10,0,True,36.8833333333,74894,16235,41,18,8,3,0,0
0,0,0,1,False,False,True,False,False,True,0,0,100,2,0,False,36.8833333333,58659,-16235,23,-18,-8,-3,0,0
0,2,0,1,True,False,False,True,False,False,1,0,200,9,0,True,42.6666666667,81573,7368,44,4,5,1,2,-2
0,0,0,3,False,True,True,False,False,True,0,0,100,4,0,False,42.6666666667,74205,-7368,40,-4,-5,-1,-2,2
0,0,0,1,False,True,True,True,False,True,3,0,200,11,0,True,39.2666666667,75375,9929,46,10,9,3,-1,0
0,1,0,1,True,False,False,False,False,False,0,0,100,2,0,False,39.2666666667,65446,-9929,36,-10,-9,-3,1,0
0,0,0,2,False,False,False,True,False,False,1,0,200,9,0,True,35.4,67490,7663,49,22,5,1,0,1
0,0,0,1,False,True,True,False,False,True,0,0,100,4,0,False,35.4,59827,-7663,27,-22,-5,-1,0,-1
0,0,0,2,False,False,False,True,False,False,1,0,100,8,0,True,36.85,65699,6839,36,12,5,1,0,1
0,0,0,1,False,True,True,False,False,True,0,0,200,3,0,False,36.85,58860,-6839,24,-12,-5,-1,0,-1
0,1,0,1,True,False,True,True,False,True,1,0,100,9,0,True,32.6666666667,65466,10487,32,3,4,1,1,-2
0,0,0,3,False,True,False,False,False,False,0,0,200,5,0,False,32.6666666667,54979,-10487,29,-3,-4,-1,-1,2
0,1,0,2,True,True,False,True,False,True,1,0,200,7,0,True,33.3166666667,63918,16601,29,16,6,1,1,0
0,0,0,2,False,False,True,False,False,False,0,0,100,1,0,False,33.3166666667,47317,-16601,13,-16,-6,-1,-1,0
0,2,0,2,True,False,True,True,False,False,2,0,200,9,0,True,42.8166666667,79309,3962,44,12,3,2,2,0
0,0,0,2,False,True,False,False,False,True,0,0,100,6,0,False,42.8166666667,75347,-3962,32,-12,-3,-2,-2,0
0,0,0,2,False,True,True,True,True,False,3,1,100,11,0,True,22.25,47490,16339,24,16,10,3,0,2
0,0,0,0,False,False,False,False,False,True,0,0,200,1,0,False,22.25,31151,-16339,8,-16,-10,-3,0,-2
0,2,0,4,True,True,True,False,False,True,2,0,100,7,0,True,43.4333333333,79692,1210,34,-2,-1,0,2,4
0,0,0,0,False,False,False,True,False,False,2,0,200,8,0,False,43.4333333333,78482,-1210,36,2,1,0,-2,-4
0,0,0,2,False,True,True,True,False,True,1,0,100,7,0,True,30.6333333333,62863,7984,48,13,4,1,0,2
0,0,0,0,False,False,False,False,False,False,0,0,200,3,0,False,30.6333333333,54879,-7984,35,-13,-4,-1,0,-2
0,1,0,2,True,True,True,True,False,True,2,0,100,10,0,True,28.6833333333,58122,8778,38,17,7,2,1,2
0,0,0,0,False,False,False,False,False,False,0,0,200,3,0,False,28.6833333333,49344,-8778,21,-17,-7,-2,-1,-2
0,0,0,2,False,False,False,True,False,True,1,0,100,8,0,True,33.05,63523,6497,33,9,3,1,0,1
0,0,0,1,False,True,True,False,True,False,0,1,200,5,0,False,33.05,57026,-6497,24,-9,-3,-1,0,-1
0,1,0,2,True,True,True,True,True,True,2,1,200,8,0,True,26.0833333333,55048,11644,33,18,5,2,1,2
0,0,0,0,False,False,False,False,False,False,0,0,100,3,0,False,26.0833333333,43404,-11644,15,-18,-5,-2,-1,-2
0,1,0,3,True,True,True,True,True,True,4,1,200,11,0,True,28.9166666667,66621,18030,38,13,10,4,1,3
0,0,0,0,False,False,False,False,False,False,0,0,100,1,0,False,28.9166666667,48591,-18030,25,-13,-10,-4,-1,-3
0,0,0,2,False,True,True,False,False,True,0,0,200,5,0,True,20.3166666667,39708,11339,24,16,5,0,0,2
0,0,0,0,False,False,False,False,False,False,0,0,100,0,0,False,20.3166666667,28369,-11339,8,-16,-5,0,0,-2
0,0,0,3,False,True,True,False,True,True,0,1,200,7,0,True,33.7833333333,60644,4275,24,-2,6,0,0,2
0,0,0,1,False,False,False,False,False,False,0,0,100,1,0,False,33.7833333333,56369,-4275,26,2,-6,0,0,-2
0,1,0,5,True,True,True,True,False,False,7,0,200,11,0,True,56.6,114875,5886,62,6,6,7,1,5
0,0,0,0,False,False,False,False,False,True,0,0,100,5,0,False,56.6,108989,-5886,56,-6,-6,-7,-1,-5
0,0,0,4,False,True,True,False,False,False,1,0,200,9,0,True,34.1166666667,71864,8774,40,17,4,0,-1,4
0,1,0,0,True,False,False,True,True,True,1,1,100,5,0,False,34.1166666667,63090,-8774,23,-17,-4,0,1,-4
0,0,0,2,False,True,True,True,False,True,1,0,200,9,0,True,27.1,57776,12573,40,19,7,1,0,2
0,0,0,0,False,False,False,False,False,False,0,0,100,2,0,False,27.1,45203,-12573,21,-19,-7,-1,0,-2
0,1,0,2,True,False,True,True,False,True,1,0,200,9,0,True,34.5,68276,10422,32,8,6,1,1,0
0,0,0,2,False,True,False,False,False,False,0,0,100,3,0,False,34.5,57854,-10422,24,-8,-6,-1,-1,0
0,1,0,3,True,True,True,True,True,True,3,1,200,11,0,True,29.4666666667,61613,13721,28,0,11,3,1,3
0,0,0,0,False,False,False,False,False,False,0,0,100,0,0,False,29.4666666667,47892,-13721,28,0,-11,-3,-1,-3
0,1,0,2,True,False,False,True,False,True,3,0,100,10,0,True,39.1,78632,11043,38,0,7,3,1,1
0,0,0,1,False,True,True,False,False,False,0,0,200,3,0,False,39.1,67589,-11043,38,0,-7,-3,-1,-1
0,1,0,2,True,False,True,True,True,True,5,1,200,11,0,True,53.85,113537,9883,58,1,5,5,1,-1
0,0,0,3,False,True,False,False,False,False,0,0,100,6,0,False,53.85,103654,-9883,57,-1,-5,-5,-1,1
0,1,0,1,True,True,False,True,False,True,2,0,200,10,0,True,44.1666666667,82943,9987,34,4,6,2,1,-1
0,0,0,2,False,False,True,False,False,False,0,0,100,4,0,False,44.1666666667,72956,-9987,30,-4,-6,-2,-1,1
0,0,0,2,False,False,False,True,False,True,2,0,100,8,0,True,34.0833333333,65252,14071,38,21,7,2,-1,1
0,1,0,1,True,True,True,False,False,False,0,0,200,1,0,False,34.0833333333,51181,-14071,17,-21,-7,-2,1,-1
0,0,0,1,False,True,True,True,False,True,2,0,100,10,0,True,26.5,57078,16715,32,16,9,2,0,0
0,0,0,1,False,False,False,False,False,False,0,0,200,1,0,False,26.5,40363,-16715,16,-16,-9,-2,0,0
0,1,0,1,True,True,True,True,False,True,3,0,200,10,0,True,36.35,78420,14943,47,19,6,3,1,-1
0,0,0,2,False,False,False,False,False,False,0,0,100,4,0,False,36.35,63477,-14943,28,-19,-6,-3,-1,1
0,1,0,3,True,True,False,True,False,True,2,0,100,9,0,True,34.8,67549,15404,31,15,8,2,1,2
0,0,0,1,False,False,True,False,False,False,0,0,200,1,0,False,34.8,52145,-15404,16,-15,-8,-2,-1,-2
0,0,0,1,False,True,True,False,True,True,0,1,100,5,0,True,20.6833333333,40302,12113,25,18,4,0,0,1
0,0,0,0,False,False,False,False,False,False,0,0,200,1,0,False,20.6833333333,28189,-12113,7,-18,-4,0,0,-1
0,1,0,2,True,True,True,True,True,True,1,1,200,9,0,True,23.9833333333,48453,13802,19,16,6,1,1,2
0,0,0,0,False,False,False,False,False,False,0,0,100,3,0,False,23.9833333333,34651,-13802,3,-16,-6,-1,-1,-2
0,1,0,2,True,True,False,True,False,False,2,0,100,10,0,True,31.7666666667,68770,13714,42,15,7,2,1,1
0,0,0,1,False,False,True,False,False,True,0,0,200,3,0,False,31.7666666667,55056,-13714,27,-15,-7,-2,-1,-1
0,1,0,1,True,True,False,True,False,True,1,0,200,8,0,True,30.0833333333,60849,11097,27,8,6,1,1,-1
0,0,0,2,False,False,True,False,False,False,0,0,100,2,0,False,30.0833333333,49752,-11097,19,-8,-6,-1,-1,1
0,1,0,3,True,True,True,True,False,True,1,0,200,8,0,True,34.2166666667,63960,10023,30,6,4,1,1,3
0,0,0,0,False,False,False,False,False,False,0,0,100,4,0,False,34.2166666667,53937,-10023,24,-6,-4,-1,-1,-3
0,0,0,3,False,True,True,True,False,True,2,0,100,9,0,True,25.3166666667,52495,8204,30,1,6,2,0,3
0,0,0,0,False,False,False,False,False,False,0,0,200,3,0,False,25.3166666667,44291,-8204,29,-1,-6,-2,0,-3
0,0,0,2,False,True,True,False,True,True,0,1,100,4,0,True,20.6833333333,38821,9818,29,22,4,0,0,2
0,0,0,0,False,False,False,False,False,False,0,0,200,0,0,False,20.6833333333,29003,-9818,7,-22,-4,0,0,-2
0,0,0,3,False,True,True,True,False,False,2,0,200,9,0,True,35.6666666667,72159,9607,45,17,6,2,-1,3
0,1,0,0,True,False,False,False,False,True,0,0,100,3,0,False,35.6666666667,62552,-9607,28,-17,-6,-2,1,-3
0,2,0,3,True,False,False,True,False,False,3,0,100,10,0,True,51.0666666667,98974,7471,43,9,5,3,2,1
0,0,0,2,False,True,True,False,True,True,0,1,200,5,0,False,51.0666666667,91503,-7471,34,-9,-5,-3,-2,-1
0,1,0,2,False,True,True,True,False,True,2,0,200,10,0,True,40.1,80786,1864,46,-4,4,2,0,0
0,1,0,2,True,False,False,False,False,False,0,0,100,6,0,False,40.1,78922,-1864,50,4,-4,-2,0,0
0,1,0,3,True,False,True,True,False,False,1,0,200,9,0,True,41.15,85991,4387,53,8,6,1,0,1
0,1,0,2,False,True,False,False,False,True,0,0,100,3,0,False,41.15,81604,-4387,45,-8,-6,-1,0,-1
0,1,0,2,True,False,True,True,False,True,1,0,200,8,0,True,36.9166666667,72361,3159,29,-1,2,1,1,-1
0,0,0,3,False,True,False,False,False,False,0,0,100,6,0,False,36.9166666667,69202,-3159,30,1,-2,-1,-1,1
0,1,0,4,True,False,True,True,False,True,2,0,100,10,0,True,33.7166666667,64451,15545,26,20,9,2,1,4
0,0,0,0,False,True,False,False,False,False,0,0,200,1,0,False,33.7166666667,48906,-15545,6,-20,-9,-2,-1,-4
0,0,0,1,False,True,False,True,False,False,2,0,100,9,0,True,27.4666666667,54287,7928,22,-4,8,2,0,0
0,0,0,1,False,False,True,False,False,True,0,0,200,1,0,False,27.4666666667,46359,-7928,26,4,-8,-2,0,0
0,1,0,2,True,True,True,False,False,False,4,0,100,11,0,True,39.0666666667,80017,19222,37,19,7,3,1,1
0,0,0,1,False,False,False,True,False,True,1,0,200,4,0,False,39.0666666667,60795,-19222,18,-19,-7,-3,-1,-1
0,1,0,2,True,False,True,True,False,True,3,0,200,11,0,True,23.6166666667,55065,21926,40,30,11,3,1,2
0,0,0,0,False,True,False,False,False,False,0,0,100,0,0,False,23.6166666667,33139,-21926,10,-30,-11,-3,-1,-2
0,1,0,5,True,True,True,True,False,False,2,0,100,10,0,True,37.2833333333,75484,14326,43,18,7,2,1,5
0,0,0,0,False,False,False,False,False,True,0,0,200,3,0,False,37.2833333333,61158,-14326,25,-18,-7,-2,-1,-5
0,2,0,3,True,False,False,True,False,False,3,0,100,11,0,True,40.85,81672,14502,50,23,7,3,2,2
0,0,0,1,False,True,True,False,False,True,0,0,200,4,0,False,40.85,67170,-14502,27,-23,-7,-3,-2,-2
0,0,0,2,False,False,True,True,False,True,1,0,200,7,0,True,39.7,72803,4521,32,11,3,1,-1,1
0,1,0,1,True,True,False,False,False,False,0,0,100,4,0,False,39.7,68282,-4521,21,-11,-3,-1,1,-1
0,0,0,0,False,True,False,True,True,True,2,1,100,9,0,True,22.7833333333,45773,8996,25,9,7,2,0,-1
0,0,0,1,False,False,True,False,False,False,0,0,200,2,0,False,22.7833333333,36777,-8996,16,-9,-7,-2,0,1
0,0,0,2,False,True,True,False,False,True,0,0,100,3,0,True,22.15,43389,7264,31,15,2,0,0,2
0,0,0,0,False,False,False,False,False,False,0,0,200,1,0,False,22.15,36125,-7264,16,-15,-2,0,0,-2
0,0,0,1,False,True,True,True,False,False,1,0,100,8,0,True,27.5833333333,48590,4274,23,10,4,1,0,0
0,0,0,1,False,False,False,False,False,True,0,0,200,4,0,False,27.5833333333,44316,-4274,13,-10,-4,-1,0,0
0,1,0,1,True,True,False,True,False,True,3,0,200,10,0,True,45.15,85004,4200,35,-6,6,3,1,-2
0,0,0,3,False,False,True,False,False,False,0,0,100,4,0,False,45.15,80804,-4200,41,6,-6,-3,-1,2
0,0,0,3,False,False,True,True,True,True,2,1,100,10,0,True,32.2166666667,63045,9984,33,8,7,2,-1,3
0,1,0,0,True,True,False,False,False,False,0,0,200,3,0,False,32.2166666667,53061,-9984,25,-8,-7,-2,1,-3
0,1,0,0,True,False,False,True,False,False,1,0,200,9,0,True,32.25,60601,7362,30,9,5,1,1,-2
0,0,0,2,False,True,True,False,False,True,0,0,100,4,0,False,32.25,53239,-7362,21,-9,-5,-1,-1,2
0,0,0,2,False,False,False,True,False,False,3,0,100,10,0,True,33.3666666667,62066,7868,34,5,8,3,0,1
0,0,0,1,False,True,True,False,False,True,0,0,200,2,0,False,33.3666666667,54198,-7868,29,-5,-8,-3,0,-1
0,1,0,3,True,True,True,True,False,True,1,0,100,9,0,True,30.5833333333,64690,18367,41,21,9,1,1,3
0,0,0,0,False,False,False,False,False,False,0,0,200,0,0,False,30.5833333333,46323,-18367,20,-21,-9,-1,-1,-3
0,1,0,2,True,True,True,True,False,True,1,0,200,7,0,True,25.8833333333,53020,12394,31,16,5,1,1,2
0,0,0,0,False,False,False,False,False,False,0,0,100,2,0,False,25.8833333333,40626,-12394,15,-16,-5,-1,-1,-2
0,1,0,1,True,True,True,True,False,True,2,0,200,10,0,True,37.2,71847,10485,29,-1,7,2,1,-1
0,0,0,2,False,False,False,False,False,False,0,0,100,3,0,False,37.2,61362,-10485,30,1,-7,-2,-1,1
0,0,0,2,False,True,True,True,False,False,1,0,200,9,0,True,32.05,65419,13067,44,19,8,1,0,2
0,0,0,0,False,False,False,False,False,True,0,0,100,1,0,False,32.05,52352,-13067,25,-19,-8,-1,0,-2
0,0,0,2,False,False,True,False,False,True,0,0,200,8,0,True,29.7,59741,14776,34,16,8,0,0,2
0,0,0,0,False,True,False,False,False,False,0,0,100,0,0,False,29.7,44965,-14776,18,-16,-8,0,0,-2
0,1,0,3,True,True,True,True,True,True,3,1,200,11,0,True,28.4833333333,60565,17970,33,18,10,3,1,3
0,0,0,0,False,False,False,False,False,False,0,0,100,1,0,False,28.4833333333,42595,-17970,15,-18,-10,-3,-1,-3
0,1,0,3,True,False,True,True,False,True,3,0,100,11,0,True,37.1666666667,77743,17156,43,15,9,3,1,3
0,0,0,0,False,True,False,False,False,False,0,0,200,2,0,False,37.1666666667,60587,-17156,28,-15,-9,-3,-1,-3
0,0,0,3,False,True,True,True,False,True,3,0,200,11,0,True,29.7166666667,63217,15821,38,12,11,3,0,3
0,0,0,0,False,False,False,False,False,False,0,0,100,0,0,False,29.7166666667,47396,-15821,26,-12,-11,-3,0,-3
0,1,0,0,True,True,False,True,False,True,3,0,100,9,0,True,47.0333333333,92069,9160,48,11,3,2,1,-4
0,0,0,4,False,False,True,False,False,False,1,0,200,6,0,False,47.0333333333,82909,-9160,37,-11,-3,-2,-1,4
0,0,0,3,False,True,True,False,False,True,0,0,200,6,0,True,26.5,50417,14164,26,15,5,0,0,3
0,0,0,0,False,False,False,False,False,False,0,0,100,1,0,False,26.5,36253,-14164,11,-15,-5,0,0,-3
0,1,0,2,True,False,False,True,False,True,1,0,200,7,0,True,35.1333333333,66641,7753,25,-1,4,1,1,0
0,0,0,2,False,True,True,False,False,False,0,0,100,3,0,False,35.1333333333,58888,-7753,26,1,-4,-1,-1,0
0,1,0,4,True,False,True,True,False,True,1,0,200,8,0,True,34.5166666667,69327,8435,44,9,6,1,1,4
0,0,0,0,False,True,False,False,False,False,0,0,100,2,0,False,34.5166666667,60892,-8435,35,-9,-6,-1,-1,-4
0,0,0,3,False,True,True,True,False,False,4,0,100,11,0,True,46.3,90802,13761,52,20,9,4,0,1
0,0,0,2,False,False,False,False,False,True,0,0,200,2,0,False,46.3,77041,-13761,32,-20,-9,-4,0,-1
0,1,0,3,True,True,True,True,False,False,4,0,100,11,0,True,47.15,95417,11701,66,28,5,4,1,1
0,0,0,2,False,False,False,False,False,True,0,0,200,6,0,False,47.15,83716,-11701,38,-28,-5,-4,-1,-1
0,2,0,4,True,True,True,True,False,True,2,0,200,10,0,True,50.5333333333,97257,10150,39,14,4,2,2,3
0,0,0,1,False,False,False,False,False,False,0,0,100,6,0,False,50.5333333333,87107,-10150,25,-14,-4,-2,-2,-3
0,1,0,4,True,True,True,True,True,True,4,1,200,11,0,True,30.7166666667,67549,19854,37,21,11,4,1,4
0,0,0,0,False,False,False,False,False,False,0,0,100,0,0,False,30.7166666667,47695,-19854,16,-21,-11,-4,-1,-4
0,1,0,2,True,True,True,True,False,False,3,0,200,11,0,True,39.25,72307,10635,27,6,7,3,1,1
0,0,0,1,False,False,False,False,False,True,0,0,100,4,0,False,39.25,61672,-10635,21,-6,-7,-3,-1,-1
0,0,0,1,False,False,True,False,False,True,0,0,100,6,0,True,20.2833333333,41074,13542,23,14,6,0,0,1
0,0,0,0,False,True,False,False,False,False,0,0,200,0,0,False,20.2833333333,27532,-13542,9,-14,-6,0,0,-1
0,0,0,4,False,True,True,True,True,True,3,1,200,10,0,True,37.7166666667,75104,6621,41,8,5,3,0,4
